replicate,ar_order,primary_fixed_order,phi,bic_ar0,bic_ar1,bic_preferred_ar_order,republican_intercept,republican_polarization,republican_time,democrat_intercept,democrat_polarization,democrat_time,polarization_effect_contrast
33,0,True,0.0,516.3017307663421,519.3865647217219,0,40.155987394958,-0.4156746882471025,-0.6504250590559871,19.606355042016812,0.05275652195811356,0.10417648766522132,-0.46843121020521605
33,1,False,-0.09878262194536576,516.3017307663421,519.3865647217219,0,40.142692091956334,-0.4609790692880707,-0.6258217091970151,19.609614369487016,0.07586899726166486,0.09622655112936486,-0.5368480665497356
34,0,True,0.0,540.1648104459866,542.8086393900753,0,38.986680088702165,0.4746131022628266,-0.922482635043263,19.80575980392158,-0.16063873194373893,0.14671290709877266,0.6352518342065655
34,1,False,0.15171357583624137,540.1648104459866,542.8086393900753,0,39.082828751637855,0.5809414438932524,-0.9792410600285243,19.809055187480887,-0.20332637428353142,0.16334769738998886,0.7842678181767838
35,0,True,0.0,489.7152970047139,493.1927351500487,0,40.69190592903829,-0.5398704063088291,-0.51980499812416,19.604108309990668,-0.17551583962828227,0.08594840739086551,-0.36435456668054683
35,1,False,0.032218472790083504,489.7152970047139,493.1927351500487,0,40.69063728068225,-0.532566401660717,-0.5248820937546139,19.592619078235373,-0.17806369351619936,0.08526447912565824,-0.3545027081445177
36,0,True,0.0,542.8149230143811,545.6672699754783,0,39.56490721288516,-0.24083176685505153,-0.39235331955717895,20.47303921568628,-0.02881341723467276,0.055007932589021154,-0.21201834962037877
36,1,False,-0.10646301241270528,542.8149230143811,545.6672699754783,0,39.57817740333209,-0.3150217476122243,-0.3440988428927342,20.495720483169865,0.008222447656153774,0.03594756625695534,-0.32324419526837805
37,0,True,0.0,542.3751513609608,544.2220936294963,0,38.862613795518214,-0.14807529814976472,-0.582084863803958,20.699754901960784,0.07965124620800189,0.1621918648593147,-0.22772654435776662
37,1,False,-0.20436773125692556,542.3751513609608,544.2220936294963,0,38.81520787449314,-0.4440580312735327,-0.4328442888043969,20.754827410447483,0.15079561861265847,0.1452975801191735,-0.5948536498861912
38,0,True,0.0,535.9577670342684,539.4085134497387,0,37.78555045012657,0.22942292922071877,-0.4209955628371216,21.06617647058824,-0.2768105341014304,0.28011457676768403,0.5062334633221492
38,1,False,0.03912204609017489,535.9577670342684,539.4085134497387,0,37.803683549378064,0.25623771755806996,-0.4357603195439405,21.08014014484007,-0.27536164719039036,0.2824987889821457,0.5315993647484603
39,0,True,0.0,508.3920469102813,511.72717187576825,0,37.43894432773109,-0.05256244052887607,-0.428172195088413,19.01838235294118,-0.19561487482967035,0.18138068779157135,0.14305243430079428
39,1,False,0.06071225126731076,508.3920469102813,511.72717187576825,0,37.460762290838844,-0.014196536764863371,-0.4494658770672998,19.01693976397651,-0.1881500503095979,0.17792428500412885,0.1739535135447345
40,0,True,0.0,506.1812299733588,505.11088123580544,1,40.50246556956117,-0.6181850823957457,-0.5878271274950592,19.39276960784314,-0.04162981847054814,0.17053810120255225,-0.5765552639251975
40,1,False,-0.42225958343609477,506.1812299733588,505.11088123580544,1,40.57135784595088,-1.120576550501463,-0.3446952325607078,19.37435444365794,0.057961324534254496,0.13426595153904392,-1.1785378750357176
41,0,True,0.0,527.1798660267634,530.3521942686807,0,38.01561704227147,-0.2160748521360929,-0.47266714314391345,20.129901960784313,-0.03666407069221336,0.05920756734478898,-0.17941078144387954
41,1,False,0.07668225821895766,527.1798660267634,530.3521942686807,0,38.04329041055824,-0.21107037008598178,-0.48321818407208517,20.11636552428944,-0.06606892663891215,0.06645989323844223,-0.14500144344706964
42,0,True,0.0,502.85119316380406,506.3752213866636,0,39.289624183006545,0.38858869389911077,-0.9245625705943292,19.475675876411174,-0.15272876306425207,0.2173433700409593,0.5413174569633629
42,1,False,0.006847020368464369,502.85119316380406,506.3752213866636,0,39.292569832259794,0.3932414300343717,-0.9271880717916067,19.476739986845985,-0.15209480480358517,0.21713706823479884,0.5453362348379569
